Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
20,Male,Computer Science,3,6,0,0,1
20,Male,Electrical,0,9,0,1,1
23,Female,Computer Science,1,6.941895069,1,0,1
23,Male,Mechanical,0,6,0,0,0
20,Male,Electronics And Communication,0,8,0,0,1
22,Male,Electrical,0,5,1,0,0
22,Male,Information Technology,1,5.923595537,0,0,1
22,Male,Computer Science,2,6,0,0,1
21,Male,Mechanical,0,8.056330054,0,0,1
19,Male,Information Technology,0,6,0,1,0
24,Male,Information Technology,1,8,0,0,1
21,Male,Mechanical,0,8,1,0,1
23,Male,Computer Science,1,7,0,0,0
22,Male,Computer Science,0,8.047486458,0,0,1
21,Male,Mechanical,0,6.991572692,0,0,0
22,Female,Electrical,1,6.063391598,0,0,0
22,Male,Mechanical,0,8.017502065,1,0,1
22,Female,Civil,1,8,0,0,1
21,Female,Information Technology,0,6,0,0,0
22,Male,Electrical,1,6,0,1,0
21,Male,Electronics And Communication,0,8,0,0,1
21,Male,Information Technology,1,9,1,0,1
25,Male,Information Technology,0,7.068063732,0,0,1
24,Male,Information Technology,1,4.9437666,0,0,0
23,Male,Civil,0,6.026410363,0,1,0
22,Male,Mechanical,3,7,1,1,0
22,Male,Civil,0,8.009524476,0,0,1
23,Female,Information Technology,1,5.075071491,0,0,0
21,Male,Information Technology,1,7.96666149,0,0,1
23,Female,Electrical,0,6,0,0,0
24,Male,Computer Science,0,6.020615044,0,0,1
20,Male,Electrical,0,8,0,1,1
21,Female,Information Technology,0,7,0,0,0
21,Male,Civil,1,6,0,0,0
21,Male,Information Technology,2,7,0,0,1
22,Male,Computer Science,1,9,0,0,1
23,Male,Computer Science,3,6,0,0,1
21,Male,Electronics And Communication,1,6.061421929,0,1,0
23,Female,Electronics And Communication,0,8.099670138,0,0,1
20,Male,Civil,0,8,0,0,1
21,Male,Electronics And Communication,1,7.077349778,0,1,1
21,Female,Mechanical,1,6,1,1,0
21,Male,Mechanical,2,6.012370965,1,0,0
22,Male,Civil,0,5.941020202,0,0,0
21,Male,Information Technology,0,6,0,1,0
19,Male,Civil,0,7,0,0,0
22,Male,Electrical,0,6,0,0,0
21,Female,Information Technology,1,8,1,0,1
21,Female,Information Technology,0,8,0,1,1
21,Male,Information Technology,1,7.085343163,0,1,0
22,Male,Electronics And Communication,2,6,0,0,1
20,Male,Computer Science,1,7,0,0,0
22,Male,Electrical,1,6.036905715,1,1,0
21,Male,Civil,2,6,1,0,1
21,Male,Information Technology,0,6,0,0,0
22,Female,Electrical,1,7.010025596,0,1,0
20,Male,Computer Science,2,6,0,0,1
24,Male,Information Technology,0,6.063187625,0,0,1
21,Male,Information Technology,0,7,0,1,0
22,Male,Electronics And Communication,3,8,0,1,1
19,Male,Electronics And Communication,1,6,1,0,0
19,Male,Civil,1,6,0,0,1
22,Female,Computer Science,1,6.986050519,1,0,0
21,Male,Electronics And Communication,1,8,0,0,1
22,Male,Civil,0,7,0,1,0
21,Male,Electrical,0,6,0,0,0
21,Male,Computer Science,1,5.975597906,0,0,0
20,Male,Mechanical,0,7,1,1,0
22,Female,Electrical,0,7,0,0,0
20,Male,Information Technology,0,8.002464862,0,0,1
22,Male,Mechanical,1,9,1,0,1
23,Male,Computer Science,1,8,0,0,1
22,Male,Electronics And Communication,0,8,0,0,1
21,Male,Information Technology,1,6.055403822,0,0,0
20,Male,Electrical,0,6,0,0,0
21,Male,Information Technology,2,6.94629518,0,0,1
22,Male,Civil,0,6.042897069,1,0,0
21,Male,Information Technology,0,7.031513592,0,1,0
22,Male,Computer Science,2,6,0,0,1
23,Male,Information Technology,1,7,0,0,1
22,Male,Information Technology,1,6,0,0,1
20,Male,Mechanical,0,7,1,0,0
22,Male,Civil,0,6,1,0,0
24,Male,Mechanical,0,7.947881098,0,0,1
20,Male,Information Technology,0,8,0,1,1
19,Male,Mechanical,1,7,1,0,0
22,Male,Computer Science,3,9,0,0,1
21,Male,Computer Science,2,7,0,1,0
21,Male,Mechanical,0,7,1,0,0
22,Female,Civil,1,8.092995718,0,0,1
23,Male,Mechanical,1,7,1,0,0
20,Male,Electronics And Communication,2,7,0,0,1
22,Male,Information Technology,1,7.004477696,0,0,0
24,Male,Computer Science,1,6,0,0,1
22,Male,Electronics And Communication,0,6,0,1,0
22,Male,Computer Science,0,8,0,1,1
20,Male,Computer Science,2,7,0,0,1
21,Male,Computer Science,0,6.923295364,0,0,0
24,Female,Information Technology,0,4.963356378,0,0,0
21,Male,Electrical,1,7,0,1,1
24,Male,Information Technology,2,8,0,0,1
21,Male,Computer Science,1,6,0,0,0
24,Male,Computer Science,2,7,0,0,1
21,Male,Electronics And Communication,2,5.928000108,0,0,1
21,Male,Mechanical,1,8,1,0,1
21,Male,Computer Science,0,8,0,1,1
20,Male,Mechanical,0,7,1,0,0
23,Male,Computer Science,1,6,0,0,0
21,Male,Mechanical,0,9,1,0,1
20,Male,Computer Science,0,7,0,0,0
24,Male,Civil,0,6,1,0,1
21,Female,Information Technology,1,8,1,0,1
23,Male,Mechanical,0,6,1,0,0
21,Male,Electrical,1,6,0,0,0
20,Male,Information Technology,0,8,0,0,1
25,Male,Information Technology,1,6.991852791,0,0,0
24,Male,Computer Science,0,6,0,0,1
25,Female,Computer Science,1,7,1,0,1
23,Male,Civil,0,6,0,1,0
23,Male,Information Technology,0,7,0,0,0
22,Female,Electronics And Communication,1,7.042187942,1,1,0
21,Male,Information Technology,0,7.972137706,0,0,1
23,Male,Electronics And Communication,0,8,0,0,1
21,Male,Information Technology,1,7,0,1,0
21,Male,Electronics And Communication,0,8,0,0,1
22,Male,Electronics And Communication,1,8.000044393,0,0,1
22,Male,Electronics And Communication,0,7,0,0,0
19,Male,Computer Science,0,8,0,0,1
19,Male,Electrical,0,8,0,0,1
22,Male,Computer Science,2,7,0,0,0
22,Female,Computer Science,1,8,1,0,1
22,Female,Computer Science,1,6.920775985,1,0,0
20,Male,Computer Science,1,9,0,0,1
21,Male,Electrical,1,6.072606072,0,0,0
20,Male,Electronics And Communication,1,6,0,1,0
21,Male,Computer Science,0,7,0,0,0
22,Male,Mechanical,0,7.96672689,1,0,1
22,Male,Information Technology,0,6,0,0,0
21,Male,Information Technology,1,8.07722287,0,0,1
22,Female,Information Technology,1,6.918412922,0,0,0
21,Male,Electronics And Communication,2,8,1,1,1
23,Male,Computer Science,2,8,0,0,1
21,Male,Information Technology,0,6.966078498,0,0,0
21,Male,Electronics And Communication,2,8,0,0,1
21,Male,Mechanical,0,8.066430548,1,0,1
21,Male,Electrical,0,8,0,0,1
21,Male,Civil,0,7.090726699,0,0,0
22,Male,Civil,0,5,1,0,0
22,Male,Civil,0,8,0,0,1
21,Male,Electrical,0,7,0,0,0
21,Male,Electrical,1,7,0,0,1
22,Female,Electronics And Communication,1,6.042637675,1,1,0
22,Female,Information Technology,2,6.93901395,1,0,1
21,Male,Electronics And Communication,0,6.942927103,0,1,0
23,Male,Computer Science,0,6.998696452,0,0,0
21,Male,Electrical,0,7,0,0,0
20,Male,Computer Science,2,7,0,0,1
22,Male,Electrical,0,5,1,0,0
20,Male,Mechanical,0,5.940089596,1,1,0
21,Male,Civil,0,9.052169455,0,1,1
21,Male,Computer Science,0,7,0,0,1
26,Female,Information Technology,0,6.90777452,0,0,1
21,Female,Information Technology,2,7,0,0,1
21,Male,Civil,0,8.033475002,1,0,1
21,Male,Information Technology,2,6.986529228,0,1,0
21,Male,Mechanical,0,9,1,1,1
22,Male,Civil,0,6.096943496,0,0,0
21,Female,Information Technology,2,6.934781399,0,0,1
21,Male,Electrical,0,7.914016709,0,0,1
21,Male,Information Technology,0,5.958493086,0,1,0
22,Female,Information Technology,0,6.90663177,0,0,0
26,Male,Civil,0,7,0,0,0
21,Male,Information Technology,0,7,0,0,0
22,Male,Information Technology,2,7.975250025,0,0,1
20,Male,Civil,1,6,0,0,0
22,Female,Civil,1,6,0,0,0
22,Male,Mechanical,0,8,0,0,1
19,Male,Electrical,2,8,0,1,1
21,Male,Civil,1,6,0,0,0
19,Male,Information Technology,1,7,0,0,0
21,Male,Information Technology,0,8,0,0,1
22,Male,Electronics And Communication,1,8,0,1,1
19,Male,Computer Science,2,7,0,0,1
22,Female,Electronics And Communication,1,7.052262201,0,0,0
19,Male,Electronics And Communication,2,8,1,1,1
22,Male,Mechanical,0,9,1,0,1
20,Male,Electronics And Communication,1,7,0,1,1
20,Male,Mechanical,1,8,1,0,1
20,Male,Information Technology,1,7,0,0,0
22,Male,Computer Science,0,6,0,0,0
21,Male,Information Technology,1,8,0,0,1
21,Male,Mechanical,0,7.974481429,1,1,1
21,Male,Information Technology,0,7.964438329,0,0,1
20,Male,Information Technology,0,6,0,0,0
22,Male,Information Technology,0,7,0,0,0
21,Male,Information Technology,0,8,0,0,1
20,Male,Information Technology,0,7,0,1,1
20,Male,Electronics And Communication,1,6,0,1,0
22,Female,Mechanical,1,8,1,0,1
22,Male,Information Technology,1,8,1,1,1
22,Male,Electronics And Communication,1,8.078859933,0,1,1
21,Male,Information Technology,0,8.963044119,0,0,1
21,Male,Information Technology,1,7.968490162,0,0,1
22,Male,Electronics And Communication,1,6.912512738,0,0,0
22,Female,Electronics And Communication,0,8,0,0,1
20,Male,Mechanical,1,8,1,0,1
21,Male,Information Technology,1,9,0,0,1
21,Male,Electrical,1,7.036489241,0,0,1
21,Male,Computer Science,0,8,0,1,1
21,Female,Information Technology,2,6.057133412,0,0,1
23,Male,Computer Science,2,8,0,0,1
24,Male,Computer Science,1,7,0,0,1
22,Male,Information Technology,1,6.06268398,1,0,0
22,Male,Computer Science,1,8.005335322,0,0,1
26,Male,Computer Science,1,7,0,0,0
22,Male,Mechanical,2,8.924748657,0,0,1
26,Male,Computer Science,1,6.957899239,0,0,0
22,Male,Electronics And Communication,0,6.075928324,0,0,1
23,Male,Civil,2,8,0,0,1
19,Female,Computer Science,1,7,1,0,0
21,Male,Mechanical,0,6,1,1,0
25,Male,Information Technology,1,8.0343046,0,0,1
22,Male,Computer Science,1,6.052112089,0,0,1
22,Male,Computer Science,0,6.094772553,0,1,0
22,Male,Electronics And Communication,0,5,0,0,0
21,Male,Computer Science,2,7.016429353,0,0,1
19,Male,Information Technology,0,8,0,0,1
22,Male,Electronics And Communication,0,7.049496639,0,0,0
19,Male,Information Technology,1,6,0,0,1
22,Male,Electrical,2,7.972568795,0,1,1
20,Male,Information Technology,0,7,0,1,1
22,Male,Information Technology,0,8,0,0,1
21,Male,Information Technology,1,6,0,0,0
22,Male,Information Technology,1,6.025454442,0,0,0
20,Male,Information Technology,2,7,0,0,1
21,Female,Electrical,0,6.055858277,0,0,0
20,Male,Computer Science,0,8,0,0,1
20,Male,Computer Science,2,6,0,0,1
21,Male,Computer Science,2,9,0,1,1
22,Male,Information Technology,2,7,0,0,1
22,Male,Civil,1,7,0,0,0
21,Male,Information Technology,2,9,0,0,1
21,Male,Electrical,1,7,0,1,1
22,Male,Civil,0,6.928114243,0,1,0
21,Male,Electronics And Communication,0,8,0,0,1
21,Male,Electrical,1,5.996314642,0,0,0
22,Male,Information Technology,1,8,1,0,1
21,Male,Civil,3,9,0,0,1
24,Male,Computer Science,1,7,0,0,1
21,Female,Mechanical,1,7,0,0,0
22,Male,Computer Science,0,6,0,0,0
20,Male,Civil,1,7,1,0,0
21,Male,Electronics And Communication,0,7,0,0,0
22,Female,Information Technology,0,7,0,0,1
24,Male,Information Technology,0,8.067356067,0,0,1
22,Male,Mechanical,1,7,1,0,0
22,Male,Civil,1,7.072745048,0,0,0
21,Male,Information Technology,1,7,1,0,0
20,Male,Information Technology,0,8,0,0,1
22,Male,Mechanical,0,8,1,0,1
21,Female,Computer Science,2,7,1,0,1
22,Male,Electrical,2,6,0,1,0
21,Male,Computer Science,1,7,0,1,1
21,Male,Information Technology,1,7,1,0,0
20,Female,Information Technology,0,6,0,0,0
21,Male,Electrical,1,8.009406045,0,0,1
21,Female,Computer Science,2,8,0,0,1
25,Male,Computer Science,2,6.063391255,0,0,1
21,Female,Computer Science,1,8,1,0,1
22,Female,Computer Science,1,7,1,0,0
21,Male,Information Technology,0,7.061680939,0,0,1
23,Male,Information Technology,1,6,0,0,0
22,Male,Computer Science,1,7,0,0,0
20,Male,Computer Science,1,8,0,0,1
22,Female,Electrical,1,8.043084046,0,1,1
21,Male,Electronics And Communication,2,8,0,0,1
23,Male,Information Technology,1,7,0,0,0
22,Male,Information Technology,0,8,0,1,1
20,Male,Computer Science,1,6,0,0,0
21,Male,Computer Science,0,6.910482236,0,0,0
20,Male,Computer Science,1,7,0,0,1
21,Male,Mechanical,0,6,1,1,0
24,Male,Mechanical,0,6,1,1,1
22,Female,Computer Science,1,8,1,0,1
21,Male,Electrical,0,6.027942519,0,0,0
20,Female,Electrical,0,6,0,0,0
22,Male,Civil,0,8.08970127,0,0,1
21,Male,Electronics And Communication,0,5.974118142,0,0,0
22,Male,Computer Science,2,7,0,0,0
20,Male,Mechanical,0,7.015567441,1,0,0
22,Male,Computer Science,0,7,0,1,0
21,Female,Information Technology,0,6,0,0,0
23,Male,Computer Science,2,7,0,1,1
21,Male,Mechanical,0,9.095660315,1,0,1
19,Male,Mechanical,3,7,1,0,1
21,Male,Electronics And Communication,0,8.00133681,0,0,1
21,Female,Electronics And Communication,1,9,0,0,1
22,Male,Computer Science,0,6,0,0,1
22,Female,Information Technology,1,6.998449026,0,0,1
22,Male,Civil,0,5.063225563,1,0,0
23,Male,Electrical,0,7.948475968,0,0,1
19,Male,Mechanical,0,6,1,1,0
22,Male,Electrical,0,7,0,0,0
24,Male,Information Technology,1,7,0,0,1
23,Female,Information Technology,2,6.097144122,0,0,1
21,Male,Civil,0,7,0,0,0
22,Male,Electrical,0,6,0,0,0
22,Female,Mechanical,1,8,1,0,1
21,Male,Information Technology,1,8,1,0,1
19,Female,Computer Science,1,6,1,0,0
22,Male,Mechanical,0,8,1,0,1
20,Male,Computer Science,1,6,0,0,0
22,Female,Electronics And Communication,2,6,0,0,1
21,Male,Civil,2,8,0,0,1
21,Female,Information Technology,1,7.08851379,0,1,0
22,Male,Information Technology,1,7.947435888,0,1,1
21,Male,Electrical,2,7.022880391,1,1,1
22,Female,Information Technology,1,6.045475922,0,0,0
22,Male,Computer Science,0,4.983519807,0,0,0
21,Male,Mechanical,1,5,1,0,0
21,Male,Computer Science,1,8,0,0,1
20,Male,Information Technology,1,8,0,1,1
25,Male,Computer Science,0,8,0,0,1
22,Male,Computer Science,1,5.99366742,0,0,0
20,Male,Information Technology,0,8,0,0,1
22,Male,Mechanical,0,7,1,0,0
23,Female,Mechanical,1,7,0,0,0
19,Male,Civil,2,6,1,0,1
22,Male,Civil,0,6.961311964,0,1,0
22,Male,Computer Science,0,6,0,0,1
21,Male,Information Technology,0,7,0,0,0
21,Female,Mechanical,1,6,1,0,0
21,Male,Computer Science,0,7,0,1,0
22,Male,Computer Science,1,8,0,0,1
21,Male,Mechanical,0,6,1,0,1
21,Male,Mechanical,0,7,1,0,0
21,Male,Electrical,1,8,0,0,1
22,Male,Civil,1,5.923488282,1,0,0
21,Male,Computer Science,1,6,0,0,1
24,Male,Information Technology,1,6.047249984,0,0,1
22,Male,Information Technology,1,5,1,0,0
22,Male,Electronics And Communication,1,8,1,1,1
22,Male,Computer Science,0,6.932821158,0,0,0
21,Male,Mechanical,0,8,1,1,1
22,Male,Information Technology,0,7,0,0,1
21,Male,Civil,0,6,0,0,1
21,Male,Information Technology,1,5.980965785,1,1,1
22,Male,Information Technology,2,8,0,0,1
21,Male,Computer Science,0,6,0,1,0
20,Male,Electronics And Communication,0,9,0,0,1
20,Male,Information Technology,0,7,0,1,0
21,Female,Information Technology,2,9,0,0,1
23,Male,Information Technology,3,8,1,0,1
22,Male,Electronics And Communication,1,6,1,1,0
22,Female,Information Technology,0,8,0,0,1
19,Male,Civil,0,6,0,0,0
22,Male,Electrical,0,6,0,1,0
23,Male,Electronics And Communication,2,8,0,0,1
19,Female,Electrical,3,9,0,1,1
22,Male,Mechanical,1,7,1,0,0
23,Female,Computer Science,1,5.084718354,1,0,0
21,Female,Computer Science,2,8,1,0,1
21,Male,Mechanical,0,8,1,0,1
21,Male,Computer Science,1,9,0,0,1
22,Female,Computer Science,3,6,1,0,1
22,Male,Electronics And Communication,0,6,0,0,0
22,Male,Information Technology,1,9.076202175,0,0,1
22,Male,Computer Science,0,8.062017774,0,1,1
23,Male,Computer Science,1,7,0,0,0
25,Male,Electronics And Communication,1,5.956987454,0,0,1
21,Male,Information Technology,1,6,1,0,0
23,Male,Information Technology,2,7,0,0,1
22,Male,Information Technology,1,8.021024535,0,1,1
21,Male,Computer Science,2,7,0,0,1
22,Female,Information Technology,1,6,0,0,0
22,Male,Computer Science,2,6.991838952,0,1,0
22,Male,Computer Science,1,7,0,0,1
26,Male,Civil,0,7.012368607,0,0,0
21,Male,Computer Science,1,6,0,0,0
22,Male,Civil,0,8,1,0,1
20,Male,Information Technology,0,8,0,1,1
21,Male,Electronics And Communication,0,7,0,0,1
22,Male,Electronics And Communication,1,7,0,0,0
20,Male,Information Technology,0,6,0,0,0
25,Male,Computer Science,2,6.968645785,0,1,1
20,Male,Information Technology,1,6,0,0,0
20,Female,Information Technology,1,8,1,0,1
21,Male,Electronics And Communication,1,6.040077941,1,1,0
22,Male,Computer Science,2,8,0,0,1
21,Female,Computer Science,0,6,1,1,0
26,Female,Information Technology,0,6,0,0,1
20,Male,Civil,1,8,0,0,1
21,Male,Mechanical,0,8.90784726,1,0,1
21,Male,Electrical,1,8,0,0,1
22,Male,Computer Science,1,6,0,0,0
20,Male,Computer Science,1,9,0,0,1
22,Male,Electrical,0,8,0,1,1
22,Male,Mechanical,1,7,1,0,0
22,Female,Computer Science,0,8,1,0,1
23,Male,Information Technology,0,8,0,0,1
22,Female,Mechanical,1,6,1,0,0
22,Male,Computer Science,2,7,0,0,0
22,Male,Mechanical,0,8,1,0,1
22,Male,Civil,0,7,0,0,1
20,Male,Computer Science,1,7,0,0,0
26,Male,Information Technology,1,5.956884612,1,0,1
20,Male,Mechanical,0,6,1,0,0
25,Male,Mechanical,1,6,1,0,1
20,Male,Information Technology,0,6,0,0,0
22,Female,Electrical,0,6,0,0,1
24,Male,Computer Science,2,6.949636953,0,0,1
21,Male,Electronics And Communication,0,8,0,1,1
19,Male,Information Technology,1,7,0,0,0
22,Male,Civil,0,8.986279192,0,1,1
22,Male,Computer Science,0,7,0,0,0
22,Male,Information Technology,2,8.05203756,0,0,1
20,Male,Computer Science,1,8,0,0,1
22,Male,Computer Science,0,5.958898287,0,0,1
21,Male,Civil,2,9.005606085,0,0,1
22,Male,Electronics And Communication,0,7.019934571,0,0,0
22,Male,Mechanical,1,6,1,0,0
22,Male,Mechanical,1,5,0,0,0
22,Male,Electrical,0,7.034590751,1,0,0
22,Male,Electronics And Communication,0,6,0,0,0
20,Male,Electronics And Communication,1,7,0,0,1
20,Female,Information Technology,0,7,0,0,0
20,Male,Electrical,0,6,0,0,0
21,Female,Information Technology,0,7,0,0,1
19,Male,Electrical,2,6,0,1,0
20,Male,Civil,1,8,0,0,1
20,Male,Information Technology,0,6,0,0,0
21,Male,Information Technology,0,7,0,0,0
26,Male,Electrical,0,6,0,0,1
19,Male,Electronics And Communication,2,8,1,1,1
21,Male,Electrical,0,6.013167051,0,0,1
21,Female,Computer Science,1,8,1,0,1
20,Male,Electronics And Communication,0,6,0,0,0
23,Male,Mechanical,0,6,1,0,0
21,Male,Electrical,0,7,0,0,0
21,Male,Mechanical,1,9,1,0,1
22,Male,Information Technology,0,6.011769899,0,0,0
22,Female,Information Technology,1,7,0,0,1
21,Male,Electronics And Communication,2,7.077221165,0,0,1
22,Male,Computer Science,1,8,0,0,1
23,Female,Mechanical,1,4.922645931,1,0,0
21,Male,Computer Science,2,7,0,0,0
24,Female,Electronics And Communication,0,7.949813579,0,0,1
21,Male,Electrical,1,6,0,0,0
21,Female,Information Technology,0,8,0,0,1
20,Male,Information Technology,0,6,0,0,0
22,Male,Electrical,0,6.073336204,0,0,0
20,Female,Electrical,3,6,0,1,0
24,Male,Electronics And Communication,1,6,0,1,1
21,Male,Computer Science,1,8,0,0,1
22,Male,Information Technology,1,7,0,0,0
22,Male,Mechanical,1,8,1,0,1
21,Male,Information Technology,0,7,0,0,0
21,Male,Electrical,0,7,1,0,0
22,Male,Information Technology,1,7,0,0,0
20,Male,Mechanical,1,9,1,0,1
21,Male,Information Technology,0,6.904142563,0,1,0
20,Male,Electrical,1,7,0,0,1
20,Male,Information Technology,0,9,0,0,1
21,Male,Computer Science,1,7.015542588,0,0,0
20,Male,Computer Science,2,7,0,1,1
21,Male,Electrical,0,6,0,0,0
21,Male,Electrical,0,5,0,0,0
20,Male,Electronics And Communication,1,7,0,1,1
21,Female,Civil,1,6,0,0,0
20,Male,Mechanical,0,8,1,0,1
19,Male,Civil,1,7,0,0,0
22,Male,Computer Science,0,5.984180232,0,0,0
22,Female,Computer Science,0,8,1,0,1
21,Male,Information Technology,1,5.918890565,0,1,1
21,Male,Information Technology,1,8,0,0,1
20,Male,Civil,2,9,1,0,1
21,Male,Electrical,0,6,0,0,0
22,Male,Mechanical,1,7,1,1,0
21,Male,Information Technology,0,8,0,0,1
21,Male,Computer Science,0,7,0,0,1
21,Male,Mechanical,0,6,1,0,0
22,Male,Computer Science,1,8.031157898,0,0,1
22,Male,Information Technology,0,8.055328377,0,0,1
22,Female,Information Technology,0,7,0,0,0
22,Male,Civil,0,7,0,1,0
22,Male,Information Technology,0,7,0,0,0
21,Male,Electronics And Communication,0,8,0,0,1
20,Male,Civil,2,9,1,0,1
21,Male,Computer Science,2,7.037271526,0,0,1
22,Male,Information Technology,1,6.066928762,0,0,0
21,Male,Electronics And Communication,1,6.007735629,0,0,0
23,Male,Information Technology,1,6,1,0,0
21,Male,Civil,0,7,0,0,0
23,Male,Mechanical,0,4.90839406,1,1,0
21,Female,Information Technology,2,5,0,0,0
21,Female,Computer Science,1,7.004118445,1,0,0
22,Male,Information Technology,1,6,0,0,0
22,Female,Computer Science,1,7.928540855,1,1,1
24,Male,Computer Science,0,6.098927054,0,0,1
25,Female,Computer Science,0,6,1,1,1
20,Male,Computer Science,1,4.918519257,0,0,0
21,Male,Computer Science,0,5,0,0,0
22,Male,Mechanical,0,6,1,0,0
20,Male,Information Technology,0,8,0,0,1
21,Male,Electronics And Communication,1,8,0,0,1
22,Male,Computer Science,0,8,0,0,1
21,Male,Civil,1,8,0,0,1
19,Male,Civil,1,8,0,0,1
21,Male,Electrical,0,7,0,0,0
19,Female,Electronics And Communication,1,7,0,0,1
23,Female,Computer Science,1,8,1,0,1
25,Male,Computer Science,0,6.978608498,0,0,0
20,Male,Computer Science,1,8,0,0,1
20,Male,Electronics And Communication,2,7,0,0,1
22,Male,Civil,1,8,0,0,1
22,Male,Electronics And Communication,0,8.042086621,0,0,1
21,Male,Electronics And Communication,1,6.935883581,0,1,0
21,Male,Electronics And Communication,1,6,1,1,0
22,Male,Computer Science,0,8.085423335,0,1,1
24,Male,Mechanical,0,7,1,0,1
22,Male,Mechanical,0,8.95704384,1,0,1
21,Male,Electronics And Communication,0,8,0,0,1
22,Male,Electronics And Communication,1,8.084154372,0,1,1
21,Male,Computer Science,3,8,0,0,1
22,Male,Electronics And Communication,1,8,1,1,1
25,Male,Electronics And Communication,0,6,0,0,1
21,Female,Electronics And Communication,0,8,0,0,1
21,Female,Computer Science,1,8,1,0,1
21,Male,Computer Science,1,6,0,0,0
21,Male,Civil,2,8,0,0,1
21,Male,Civil,0,8,0,0,1
21,Male,Electronics And Communication,0,7,0,0,0
26,Male,Electrical,0,5.99945403,0,0,1
22,Male,Electronics And Communication,0,6,0,0,0
19,Male,Computer Science,2,6,0,0,1
21,Male,Information Technology,1,9,1,0,1
23,Male,Information Technology,1,6,0,1,0
22,Male,Electronics And Communication,0,5,0,0,0
21,Male,Electrical,0,7,0,0,0
22,Male,Civil,0,8,0,0,1
20,Male,Electrical,0,8,0,1,1
22,Female,Mechanical,1,6,1,0,0
22,Male,Mechanical,0,6.961678595,1,0,0
25,Male,Information Technology,1,5.930283738,0,0,1
22,Male,Civil,0,7.947337845,0,0,1
22,Female,Information Technology,1,6,0,0,1
23,Female,Mechanical,1,6.944441865,1,0,0
24,Male,Electronics And Communication,0,5.917209918,0,0,1
21,Male,Computer Science,2,7,0,0,1
21,Male,Computer Science,0,7.027131385,0,0,1
21,Male,Information Technology,2,6,0,0,1
21,Male,Computer Science,0,6,0,1,0
21,Male,Mechanical,2,6,1,0,1
22,Female,Electrical,1,6.01755421,1,1,0
21,Male,Civil,0,7,0,0,0
21,Male,Electronics And Communication,1,6.090293556,1,1,1
21,Male,Electronics And Communication,0,7,0,0,1
20,Male,Mechanical,0,7,1,0,0
21,Female,Computer Science,1,8.060017214,1,1,1
19,Male,Civil,0,8,1,1,1
23,Female,Civil,1,7.097017373,0,1,0
19,Male,Electronics And Communication,1,7,0,1,0
19,Male,Computer Science,0,6,0,0,0
21,Male,Electrical,2,5.078661698,0,1,0
20,Female,Electrical,1,7,0,1,1
21,Male,Electrical,0,8,0,0,1
21,Male,Information Technology,1,6.061262152,0,0,1
26,Male,Computer Science,1,9.097988387,0,0,1
21,Male,Information Technology,0,7,0,0,1
22,Male,Electronics And Communication,3,6,0,0,1
22,Female,Computer Science,1,7,1,0,0
21,Male,Information Technology,0,7.056716228,0,0,0
21,Female,Electronics And Communication,1,7,0,0,1
21,Male,Information Technology,1,4.917777128,1,1,0
22,Male,Electrical,0,6.9588809,0,1,0
23,Female,Electronics And Communication,0,7,0,0,1
22,Female,Information Technology,1,6.976179021,1,0,1
21,Female,Information Technology,1,8.007670931,1,0,1
20,Male,Civil,1,8,0,0,1
22,Male,Mechanical,3,7,1,1,0
20,Male,Mechanical,0,8,1,1,1
21,Male,Computer Science,1,7.99000104,0,0,1
21,Male,Civil,0,7,0,0,0
26,Male,Electronics And Communication,0,6,0,0,1
22,Male,Information Technology,0,8,0,1,1
22,Male,Electronics And Communication,1,6.971903825,1,1,0
22,Male,Electronics And Communication,1,6,0,0,0
23,Male,Information Technology,0,7,0,1,0
21,Male,Electronics And Communication,1,6.900085106,0,0,0
21,Male,Electrical,0,8.990553365,0,0,1
21,Female,Information Technology,2,6.979677619,0,0,1
21,Female,Information Technology,1,7.910753153,0,1,1
19,Male,Information Technology,0,8,0,0,1
19,Male,Civil,1,6,0,0,0
21,Male,Computer Science,0,7,0,0,0
20,Male,Mechanical,0,6,1,1,0
22,Male,Computer Science,1,8,0,0,1
20,Male,Computer Science,1,6,0,0,0
22,Male,Information Technology,1,7.981904471,0,0,1
19,Male,Information Technology,0,7,0,0,0
22,Male,Civil,0,6.029937887,0,0,0
21,Male,Mechanical,0,8,1,0,1
21,Male,Electrical,0,8,0,0,1
21,Male,Mechanical,0,7,1,0,0
20,Male,Civil,0,7,1,0,0
22,Male,Civil,1,6,0,0,0
24,Male,Civil,0,7,1,1,0
21,Female,Information Technology,0,8,0,0,1
22,Female,Electrical,0,6,0,0,0
21,Female,Computer Science,1,8,1,0,1
23,Male,Information Technology,0,7,0,0,0
23,Male,Computer Science,0,6,0,1,0
22,Male,Information Technology,2,6,0,0,1
21,Male,Computer Science,0,6.923047359,0,1,0
21,Male,Information Technology,1,7,0,1,0
20,Male,Computer Science,0,7,0,1,0
21,Male,Mechanical,1,8.099775773,1,0,1
25,Male,Computer Science,0,6.970678806,0,0,0
22,Male,Information Technology,2,8,0,0,1
21,Female,Information Technology,1,6,0,0,0
20,Female,Electronics And Communication,2,8,0,0,1
21,Male,Civil,0,6.967721318,0,0,0
21,Female,Computer Science,2,5.937049082,1,1,0
21,Male,Computer Science,1,7,0,0,0
21,Male,Computer Science,1,5.925242637,0,0,0
